Name,Country,Type,Style,Grape,Short Description,Long Description,Per Bottle Price,Mix Six Price,Percentage of reviewers who would buy again,Number of Reviewers,Awards,Closure,Units,Volume
Vieux Remparts Lussac St Emilion Magnum 2016,,Red,Big Red,,MEDIUM,"Lussac is one of five villages to the northeast of St-Emilion with the right to add that name to their own. Lussac makes excellent 'satellite' wines, slightly more rustic than its big brother, but rounded and with great charm. This is a rich, full bodied wine showing great concentration of flavour. With juicy black fruit on the nose and palate backed up by a smoky sandalwood character. This will make a great accompaniment to hearty meat dishes and strong cheeses.",23.99,20.99,0.0,1.0,[],,19.5,150.0
Lay & Wheeler St Emilion 2015,France,Red,Big Red,"Merlot, Cabernet Sauvignon",FULL,"From Château du Rocher, a 15th century estate now managed by the legendary Thienpont family (the brains behind the world's most expensive red, Le Pin) and from an officially 'outstanding' vintage - it's a taste of the top - for less than £20",24.99,19.99,25.0,12.0,[],Natural Cork,10.1,75.0
Patina Syrah,,Red,Big Red,,MEDIUM,"Love a structured, generous Shiraz with a lip-smacking pepperiness? You're in for a treat! You'll taste a ripe palate of mulberry, blueberry and forest flavours.",24.99,18.73,,,[],,10.5,75.0
Down The Lane Pinot Grigio Arneis,,White,Rich White,,DRY,"Pear, honeysuckle and citrus peel blend together to create a fresh, bright wine, with long length, and rounded mouthfeel.",9.99,7.99,100.0,1.0,[],,9.8,75.0
Etna Rosso Torre Mora 'Cauru',,Red,,,MEDIUM,Fragrant and elegant this display delightful red berry flavours and notes of mountain herbs. A medium body with refreshing acidity make this a great food friendly wine.,17.99,15.99,100.0,1.0,[],,10.5,75.0
Rioja Reserva 2015 Marqués de Vargas,Spain,Red,Smooth Red,,FULL,"Although its modern winery and hacienda were built in 1989, this vineyard estate dates back to 1840, when the first vines were planted near Logroño by Felipe de Mata, the eighth Marqués de Vargas. This traditional blend is aged in American, French and Russian oak. A rich, dense and deeply coloured Reserva, combining aromas of bramble and wild strawberries with hints of liquorice and savoury-sweet spice. Velvety, full and well balanced. Best decanted before serving. Pair with beef carpaccio.",17.99,15.99,86.0,29.0,[],Natural Cork,10.5,75.0
"Rioja Reserva 2012, Heredad Baroja",,Red,Smooth Red,,MEDIUM,"Whilst Rioja is always a treat, and a natural choice for Easter feasting, this seven-year-old Reserva is truly hedonistic. The grapes are from the highest point in the acclaimed Rioja Alavesa subregion, where cooler temperatures and clay rich soils create perfectly balanced reds. Made of 100% Tempranillo, from an officially 'very good' vintage, the Heredad is a heavenly medley of smoky cherry fruit, oak spice and silky tannins.",16.99,14.99,100.0,1.0,[],,10.1,75.0
"Château Valade Fronsac, 2010",France,Red,Big Red,,LIGHT,,16.99,14.99,,,[],,10.9,75.0
Esprit des Nautes IGP 2018,France,Rose,Rose,,DRY,"Provence is hot on the lips of rosé lovers, but its popularity has meant prices are on the rise. For gentle, pale salmon tipples it can pay to look further afield. Espirit des Nautes is a fantastic example of this. Its vines are nestled between the Mediterranean and the mountains. This cuvée is remarkably well-balanced, characterised by a long-lasting aromatic finish with elegance and freshness.",9.99,7.49,,,[],,9.0,75.0
Kangarilla Road Geology Series Blanche Point Shiraz 2017,Australia,Red,Big Red,,FULL,"The wine is a powerful and complex mix of mocha, pepper, earth and black fruit characters, bound together by muscular tannin and an enduring minerality. Try this with any roasted or grilled meat. The wine is a powerful and complex mix of mocha, pepper, earth and black fruit characters, bound together by muscular tannin and an enduring minerality. Try this with any roasted or grilled meat. The wine is a powerful and complex mix of mocha, pepper, earth and black fruit characters, bound together by muscular tannin and an enduring minerality. Try this with any roasted or grilled meat.",19.99,13.32,100.0,15.0,[],Screwcap,10.9,75.0
Revival Zinfandel,,Red,Fruity Red,,MEDIUM,"Fruity notes of plum and dark berry, with a slight smoke and vanilla taste on your pallet, with a nice dry tannin finish leaving you wanting more",17.99,13.99,100.0,1.0,[],,21.0,150.0
"Soave Cadis, Italy",,White,Crisp White,,DRY,"Nice Italian Soave with notes of peach, honeydew melon, marjoram with just a hint is saline. Smooth more oily than creamy finis",9.99,6.99,88.0,16.0,[],,9.0,75.0
Vina Elsiete Rioja Crianza,Spain,Red,Fruity Red,,DRY,"On the nose, the barrel aging notes stand out and maintain its fruity character. Its flavor is soft but robust, with a good structure and a long and persistent finish.",8.99,6.99,,,[],,9.8,75.0
Chablis Elodie Duprés 2016,France,White,Crisp White,,DRY,"Chablis is often hit by hail storms and frost. So it's increasingly hard to find the prestigious region's deliciously dry produce at a pocket-friendly sum. But the Chablis Elodie Duprés is a steal. It's crisp, elegant and pumping with refined flavours of luscious apple and citrus fruit.",16.99,12.99,80.0,45.0,[],Natural Cork,9.4,75.0
Vina Elsiete Rioja Joven,,Red,Fruity Red,,LIGHT,,7.99,6.49,,,[],,9.8,75.0
"Dehesa Gago, Tinta de Toro 2016",,Red,Smooth Red,,MEDIUM,"Described as one of Spain's most talented winemaker's by Wine Advocate's Neal Martin, Telmo Rodriguez has bulit a career upon reviving forgotten Spanish vineyards and grapes. seizing upon an ancient plot of Tempranillo bush-vines in little known Toro, he elevated this once-forgotten region to one Spain's most admired. The Toro region is enjoying a resurgence in popularity due to its low density old vines that produce wines that are simply great value for money. This example has plenty of dark plum and blackberry flavours with a soft rounded structure.",13.99,11.99,95.0,57.0,[],,10.5,75.0
Essensia Orange Muscat 2016 Andrew Quady Half Bottle,USA,Dessert & Fortified,Dessert & Fortified,,SWEET,"Outrageously rich and delicious with a vibrant peachy, orangey bouquet. Try it with the most wicked chocolate pud you can find! With an aroma reminiscent of orange blossom and apricots. The palate is rich and sweet, with vibrant peachy and orangey fruit. Ends with a lingering, refreshing aftertaste. Very good with almost any dessert, but particularly those with chocolate, orange or apricots.",13.99,11.99,91.0,22.0,"['IWC 2018 - Bronze Award', 'IWC 2017 - Bronze Award']",Natural Cork,5.6,37.5
Faustino Rivero Ulecia Rioja Reserva,Spain,Red,Fruity Red,,MEDIUM,Wine with intense red colour with violet hints. Intense and mature on the nose with a high presence of fruity hints well blended with the sweet and vanilla oaky notes from the French and American oak. Round and strong on the mouth with strong tannins.,14.49,11.99,71.0,7.0,[],,10.1,75.0
Kaiken Aventura Bordeaux Blend,,Red,Big Red,"Cabernet Franc, Cabernet Sauvignon",MEDIUM,"This is a classic blend of Bordeaux varietals, Cabernet Sauvignon, Malbec and Cabernet Franc. It's elegant, polished and remarkably balanced - boasting a rich palate of black fruit, cherry, mocha and spice through firm yet silky tannins.",13.99,10.99,75.0,8.0,[],,10.1,75.0
Anna's Way Chardonnay,,White,Fruity White,,DRY,"Aromas of toasty oak, butterscotch and stone fruits arise from a cream-laden palate of citrus and peach. It's a soft, supple white and its acidity is integrated beautifully, thanks to expert use of fermentation.",12.99,10.99,50.0,2.0,[],,9.8,75.0
Morala Riverland Old Vine Grenache 2018,,Red,Fruity Red,,MEDIUM,The old vines produce grapes that are packed with flavours and this translates to the wine. Strawberry and cherry flavours are intense and ripe followed by hints of violets and spice.,11.99,9.99,81.0,26.0,[],,10.9,75.0
Dolcetto D'Ovado Gusti,,Red,Big Red,,LIGHT,"In contrast to Piedmont's robust, tannic wines it is soft and light-bodied, allowing punchy notes of dark cherry, raspberry, liquorice and a long, hedonistic finish to reign supreme.",12.99,9.74,50.0,2.0,[],,10.1,75.0
Ch Damase 2009,France,Red,Big Red,,LIGHT,"Lots of red fruit and plum skin, a bit of gamey brett action in an attractive rather than dirty sense, and nice softness. Good daily drinker and typical of what cheap Bdx should taste like.",11.99,9.99,,,[],,10.1,75.0
BDX Sauvignon Blanc,,White,Rich White,,DRY,From one of the best recent vintages for white grapes in Bordeaux this is bone dry with fine citrus flavours enhanced by notes of minerals and herbs.,10.99,8.99,82.0,38.0,[],,9.0,75.0
Giacondi Pinot Grigio,,White,Crisp White,,DRY,"What I love about this wine is that it is zingy, refreshing and a crowd pleaser at parties. Definitely a feel good wine - think first day on a foreign holiday with the sun high in the sky. Perfect.",9.99,8.99,69.0,16.0,[],,8.6,75.0
Doamine du Tresor Syrah Cabernet,,Red,Big Red,,MEDIUM,"On this vineyard, the soaking Languedoc sun gifts grapes gallons of delicious juice year in, year out - and this trusty weather is why this Bordeaux-esque blend is such a steal.",10.99,8.99,,,[],,9.4,75.0
VIA CUPOLA PINOT GRIGIO*,Hungary,White,Crisp White,,HUNGARY,,9.99,7.99,,,[],,,
Finca El Cuento Blanco 2018,,White,Crisp White,,DRY,"From family-owned Bodegas Muriel - founded in 1926 with a continued commitment to showcasing Spanish wine. Serve chilled and explore its refreshing fruit-forward flavour, floral character and crisp acidity.",7.99,6.99,64.0,33.0,[],,9.0,75.0
"Aglianico Terre di Orazio, 2015",Italy,Red,Big Red,,FULL,"Well structured and elegant with an intense bouquet of redcurrants and violet. The fully flavoured palate has notes of dark cherry, redcurrant and plum with a long dry finish Aromas of cassis and spice carry through with red and black berry fruits on the palate with scrumptious finish and voluptuous tannins Kick back with a mature cheese board or red meats.",11.99,9.99,100.0,6.0,[],,10.5,75.0
Aurore de Dauzac 2014,France,Red,Big Red,"Merlot, Cabernet Sauvignon",MEDIUM,"Decanter's Steven Spurrier said ""Pomerol undoubtedly looks like being one of if not the major success in 2012"". Its warmer soils meant Merlot grapes were given a lengthy ripening period and were picked before the October heavy rain. The result was the most expressive, ripe and balanced claret from the year. So it's no surprise that the world's most famous wine critic backed this 2012 vintage as one of the estate's best EVER.",29.99,24.99,100.0,1.0,[],Natural Cork,10.1,75.0
Inama Carminium 2015,,Red,Big Red,Carmenère,MEDIUM,"On the nose, there are inviting notes of wild red berries, black pepper and sweet spices, while the palate offers hints of red cherries, coffee beans and gentle herbal notes.",25.0,22.50,100.0,1.0,[],,10.1,75.0
"Lez Arts Magnum, Luberon 2017",France,Rose,,,DRY,"Luberon is part of Provence that is further inland, just before you get to the mountains. As such it is really easy to make wine here as the vineyards are well irrigated by the clouds coming in off the coast that break before they reach the mountains. If you're having a party this bottle makes a statement both in size and style. It epitomizes the care-free, elegant Provence with it's light fruitiness and dry-crisp finish. It's a glugger that's for sure Salad Nicoise, olives, tapenade, breadsticks and hummus, or just a good night with friends are all perfect with this generous wine.",24.99,16.99,100.0,2.0,[],,20.3,150.0
Mancura Reserve Carignan 2015,,Red,Big Red,,MEDIUM,"This wine comes from old vineyards in the Maule Valley, an amazing place located among the hills of the Maule Coastal Range. It is unirrigated and has very poor, eroded soils. The landscape is undulating and the vines are planted facing slopes. Flavours of dark chocolate, coffee and candied fruits, with a persistent finish. Recommended with grilled red meats, game birds, pulses, stews, seasoned dishes and beef pasties. Recommended with grilled red meats, game birds, pulses, stews, seasoned dishes and beef pasties.",11.99,9.99,100.0,4.0,[],,,75.0
Miraval Rosé 2018 Côtes de Provence Magnum,France,Rose,Rose,,DRY,"The 17th-century Miraval estate is located in the Var region of Provence, and was bought by Brad Pitt and Angelina Jolie in 2009 and extensively renovated. With winemaking expertise from Perrin, the first modern vintage was released in 2012, and was met with wide acclaim. A beautifully pale pink colour, with a nose of wild strawberry and stone fruit, with delicate floral touches. Great palate texture, with soft tangerine and peach notes joining layers of berry fruit. Enjoy on its own or with fine seafood.",40.99,36.89,100.0,7.0,[],Natural Cork,19.5,150.0
Orin Swift Palermo 2016,USA,Red,Big Red,,MEDIUM,Unashamedly powerful and fruity this is resplendent with cherry and raspberry flavours followed buy notes of sweet spice and star anise.,44.99,39.99,100.0,3.0,[],,9.0,75.0
Pierre Andre Meursault 2014,France,White,Rich White,Chardonnay,DRY,"Hugh Johnson called Meursault 'the source of Burgundy's greates whites'. From a vintage rated 5/5 by Decanter magazine, heady orange blossom and hazelnut aromas vie with flinty minerality and lovely brioche flavours. Utterly decadent and utterly moreish.",40.0,35.00,100.0,2.0,[],Natural Cork,9.8,75.0
